mean_in_cluster_0,mean_in_cluster_1,mean_in_cluster_2,mean_in_cluster_3,mean_in_cluster_4,mean_in_cluster_5,mean_in_cluster_6,mean_in_cluster_7,mean_in_cluster_8,mean_in_cluster_9,fr_ether,mean_in_cluster_11,VSA_EState3,mean_in_cluster_13,fr_NH0,MolLogP,NumAromaticRings,NumHAcceptors,mean_in_cluster_18,VSA_EState1,NumRotatableBonds,fr_bicyclic,RingCount,FractionCSP3,fr_C_O_noCOO,EState_VSA8,SMR_VSA3,NumHeteroatoms,SlogP_VSA4,NumAliphaticRings,SMR_VSA4,VSA_EState2,VSA_EState4,EState_VSA9,SlogP_VSA6,SlogP_VSA3,EState_VSA4,fr_C_O,fr_halogen,SMR_VSA5,SlogP_VSA5,MinAbsEStateIndex,EState_VSA6,VSA_EState5,SlogP_VSA2,VSA_EState7,FpDensityMorgan3,SMR_VSA9,VSA_EState8,EState_VSA2,PEOE_VSA2,EState_VSA10,PEOE_VSA7,MinEStateIndex,qed,Ipc,EState_VSA5,PEOE_VSA6,PEOE_VSA9,SMR_VSA10,EState_VSA3,PEOE_VSA1,PEOE_VSA14,PEOE_VSA3,EState_VSA1,FpDensityMorgan2,SMR_VSA1,SMR_VSA6,EState_VSA7,BalabanJ,BertzCT,Kappa2,Kappa3,PEOE_VSA10,FpDensityMorgan1,PEOE_VSA8,SlogP_VSA10,SlogP_VSA1,VSA_EState6,HallKierAlpha,Kappa1,SMR_VSA7
-0.47045910791451995,-1.4703527402470993,0.43426230327576243,-1.0824828747301336,-1.4348994448450039,0.2840556971232848,-1.457212538153416,-0.0019091917557498006,-1.0849171396451818,-0.8703422138685087,0.0,-0.014345735129178014,0.0,0.22473635122352684,0.0,-0.5084000000000002,0.0,1.0,-1.4165301063727935,0.0,0.0,0.0,0.0,0.5,1.0,5.733667477162185,0.0,2.0,0.0,0.0,5.733667477162185,9.222222222222221,4.472222222222222,0.0,0.0,4.794537184071822,0.0,1.0,0.0,6.923737199690624,6.923737199690624,0.33333333333333304,0.0,-0.33333333333333304,5.907179729351506,0.0,2.0,0.0,1.3055555555555556,5.907179729351506,4.794537184071822,4.794537184071822,0.0,-0.33333333333333304,0.40103092275538377,3.2451124978365313,6.923737199690624,0.0,0.0,5.907179729351506,0.0,5.733667477162185,0.0,0.0,0.0,2.0,4.794537184071822,0.0,0.0,2.8030394876740514,29.019550008653873,0.8748582995951415,1.1560092559629747,0.0,2.0,6.923737199690624,0.0,5.733667477162185,0.0,-0.53,3.4699999999999998,0.0
-0.47045910791451995,-1.5972444965915877,1.2457502653038552,-1.133114341236394,-1.5451128270577663,-1.3839200514729977,-1.598749365100697,-0.07363095814298791,-1.0849171396451818,-0.8703422138685087,0.0,-0.017749758375052244,0.0,-1.1202378877211623,0.0,-0.9205000000000001,0.0,2.0,-1.5175746431486172,0.0,0.0,0.0,0.0,1.0,0.0,11.268461667376624,5.425791397110385,2.0,0.0,0.0,5.842670270266239,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6527777777777777,7.04767198267719,4.597222222222222,7.04767198267719,0.0,2.0,0.0,0.0,0.0,11.268461667376624,0.0,7.04767198267719,1.6527777777777777,0.27331503611697344,2.7548875021634682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.04767198267719,0.0,1.6329931618554523,2.7548875021634682,1.9199999999999995,1.9200000000000033,0.0,2.0,0.0,0.0,11.268461667376624,0.0,-0.08,2.92,0.0
-0.47045910791451995,-1.4867794139919284,0.064032020744654,-1.096892308731582,-1.4677043229916884,0.954409199504348,-1.4431240599969166,-0.0843038400458507,-1.0849171396451818,-0.8703422138685087,0.0,-0.010480185350857762,7.416666666666666,0.16011296436732578,0.0,0.09089999999999993,0.0,1.0,-1.4487399164753123,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,9.901064578912528,0.0,4.794537184071822,6.923737199690624,1.0,0.0,6.923737199690624,6.923737199690624,0.8333333333333333,0.0,-0.8333333333333333,11.075832682792555,0.0,2.0,0.0,1.0833333333333333,0.0,4.794537184071822,0.0,0.0,-0.8333333333333333,0.4298828832001217,3.2451124978365313,0.0,0.0,0.0,5.969305287951849,0.0,5.106527394840706,0.0,0.0,5.969305287951849,2.0,9.901064578912528,0.0,0.0,2.8030394876740514,27.019550008653873,0.8748582995951415,1.1560092559629747,0.0,2.0,6.923737199690624,0.0,0.0,0.0,-0.53,3.4699999999999998,0.0
-0.47045910791451995,-1.281880413477688,0.064032020744654,-0.6528171077156483,-1.0053820161679026,-1.3829667440614992,-1.3439001398168735,-0.670597249780047,-0.6893354724285259,-0.8703422138685087,0.0,-0.0161895337426783,3.2222222222222223,-1.5200950938939077,0.0,0.36979999999999996,0.0,1.0,-1.0345482912400965,0.0,0.0,0.0,1.0,1.0,0.0,5.316788604006331,5.316788604006331,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,12.841643245852019,1.25,0.0,0.0,13.08951281182515,2.7777777777777777,1.8,0.0,2.5,0.0,0.0,0.0,25.93115605767717,1.25,0.4347944578283113,22.886435386960574,25.93115605767717,0.0,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,1.6,0.0,13.08951281182515,0.0,2.083333333333333,15.219280948873621,1.4103121748178982,0.6183636836628511,0.0,1.0,0.0,0.0,5.316788604006331,0.0,-0.04,3.1616129032258065,0.0
-0.47045910791451995,-1.3633082621277854,2.057238227331948,-1.0843421328520988,-1.4688162877026025,1.233075652137412,-1.2732543202376683,0.910543919466867,-1.0591601314819719,-0.8703422138685087,0.0,-0.015040043089834872,7.418981481481481,0.22675583206278319,0.0,-0.9561000000000002,0.0,2.0,-1.4295951403615645,0.0,0.0,0.0,0.0,0.0,1.0,5.733667477162185,5.480096598121202,4.0,0.0,0.0,5.733667477162185,9.229166666666666,5.458333333333334,5.20725302477729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9398148148148147,0.0,0.0,11.238367537115362,0.0,2.2,0.0,0.0,0.0,5.20725302477729,4.794537184071822,0.0,-0.9398148148148147,0.25664360627911675,9.65148445440323,5.480096598121202,0.0,0.0,6.031114512338072,0.0,5.733667477162185,6.031114512338072,10.274633782193025,6.031114512338072,2.2,10.001790208849112,0.0,0.0,2.8473789230876716,42.91260938324327,1.5395975232198151,3.2300000000000026,0.0,2.0,0.0,4.794537184071822,11.213764075283386,-0.9398148148148147,-0.77,4.230000000000002,0.0
-0.47045910791451995,-1.1621353410901258,1.6870079448008397,-0.9325204600643088,-1.201184350471097,-0.6036406467147218,-1.117656150130465,0.47523621238516955,-0.9705183964768962,-0.8703422138685087,0.0,-0.013525129443811568,24.016203703703706,-0.08222473634342872,0.0,-1.6681000000000001,0.0,3.0,-1.143209331736383,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,0.0,0.0,0.0,6.103966387748303,0.0,0.36458333333333326,0.0,0.0,34.63731250129626,-0.9537037037037039,1.5,0.0,-0.7291666666666665,13.213763929025836,0.0,0.0,0.0,-0.9537037037037039,0.3814944322102413,19.800269059780252,0.0,0.0,13.213763929025836,0.0,0.0,15.319582184522117,0.0,0.0,6.103966387748303,1.5,15.319582184522117,13.213763929025836,0.0,2.7541847860376616,25.219280948873624,3.0849180327868857,2.1377319587628865,6.103966387748303,1.1666666666666667,0.0,0.0,0.0,0.0,-0.12,5.88,0.0
-0.47045910791451995,-1.1018697485382476,-0.7474559412834387,-0.8458995980892494,-1.0940149363781138,0.3202286807548912,-1.1740982096565282,-0.3260801914187026,-0.9377080661008502,-0.8703422138685087,0.0,-0.015068711238404822,0.0,0.47111301361279456,1.0,0.09450000000000003,0.0,1.0,-0.976809533223024,0.0,0.0,0.0,0.0,0.75,1.0,0.0,4.899909730850478,2.0,0.0,0.0,0.0,11.597222222222221,0.0,0.0,0.0,4.794537184071822,0.0,1.0,0.0,6.923737199690624,6.923737199690624,0.092592592592593,14.09534396535438,0.092592592592593,24.902433425556364,0.0,1.6666666666666667,0.0,1.5277777777777777,5.907179729351506,4.794537184071822,4.794537184071822,0.0,0.092592592592593,0.40990688283686294,13.609640474436812,11.823646930541102,0.0,0.0,5.907179729351506,0.0,4.899909730850478,0.0,0.0,0.0,1.6666666666666667,4.794537184071822,14.09534396535438,0.0,3.2575861612334887,58.568425030288566,1.798837033645378,1.7581844380403455,0.0,1.5,21.019081165045005,0.0,0.0,0.0,-0.53,5.469999999999999,0.0
-0.47045910791451995,-1.2051456040502013,-0.7474559412834387,-0.8978802057096482,-1.2214871390927287,-0.9975939538683227,-1.230513134186014,-0.24823930607382327,-0.9022976705659815,-0.8703422138685087,0.0,-0.021651118063438446,7.069444444444445,-1.4292184561273749,2.0,0.4765999999999999,1.0,2.0,-1.159064214019746,0.0,0.0,0.0,1.0,0.0,0.0,10.197363616602075,10.197363616602075,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.526421280149375,0.0,0.0,0.0,0.0,0.0,0.0,1.6388888888888888,12.393687143226153,0.0,10.197363616602075,3.2777777777777777,1.5,0.0,0.0,0.0,0.0,0.0,12.13273413692322,1.6388888888888888,0.4525571430979931,34.3994618804395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,12.13273413692322,3.000000000000001,77.47078006212229,1.4998028396056793,0.5163568727137455,0.0,0.8333333333333334,12.393687143226153,0.0,0.0,3.6527777777777777,-0.92,3.2768503937007876,24.526421280149375
-0.47045910791451995,-1.2050253636366866,-0.7474559412834387,-0.90040684412382,-1.2270485704718688,-0.48883500260123003,-1.230513134186014,-0.24823930607382327,-0.9036171982251328,-0.8703422138685087,0.0,-0.018681884293223372,0.0,-1.388828839342249,2.0,0.4765999999999999,1.0,2.0,-1.1627673709566877,0.0,0.0,0.0,1.0,0.0,0.0,9.967957041894417,9.967957041894417,2.0,0.0,0.0,0.0,7.347222222222222,0.0,0.0,24.7873742864523,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.460054211687762,0.0,9.967957041894417,4.875,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,6.06636706846161,1.5,0.4525571430979931,34.3994618804395,6.3273200747645415,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,1.6666666666666667,0.0,0.0,0.0,3.000000000000001,77.47078006212229,1.4998028396056793,0.5163568727137455,6.3273200747645415,1.0,12.393687143226153,0.0,0.0,1.7777777777777777,-0.92,3.2768503937007876,24.7873742864523
-0.47045910791451995,-0.23916677853122917,4.121471830885119,-0.38497130303300725,-0.5258787231903241,-0.5214480467792643,-0.1835788669040975,2.0189511424260447,-0.5468141844470664,-0.8703422138685087,0.0,-0.013525621027795393,52.1769142101285,0.14749794072477138,0.0,-3.5854000000000004,0.0,6.0,-0.3304604270634782,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.63916436904423,0.0,0.0,0.0,0.0,0.0,24.41586555099321,0.0,0.7258182161753588,0.0,0.0,68.26879384906327,-6.391944444444446,1.0833333333333333,0.0,-1.4516364323507176,0.0,0.0,0.0,0.0,-1.669305555555556,0.2612626527203185,358.753229562491,0.0,0.0,13.213763929025836,0.0,0.0,30.63916436904423,0.0,0.0,37.62962948001904,0.9166666666666666,30.63916436904423,13.213763929025836,0.0,3.9851644508585786,104.6059378176129,5.413461330448892,3.015404674173516,24.41586555099321,0.6666666666666666,0.0,0.0,0.0,0.0,-0.24000000000000002,11.760000000000002,0.0
